id,name,now_cost,position,team,goals_scored,minutes,points_per_game_rank_type,transfers_in_event,web_name,assists,bps,status,ict_index,cost_change_event,penalties_order,news,points_per_game_rank,expected_goals_conceded,cost_change_start_fall,total_points,transfers_out,red_cards,starts,cost_change_event_fall,expected_assists,now_cost_rank_type,selected_rank,expected_goal_involvements_per_90,goals_conceded_per_90,expected_goal_involvements,bonus,threat_rank_type,creativity_rank,expected_goals_conceded_per_90,news_added,creativity,dreamteam_count,form_rank_type,corners_and_indirect_freekicks_order,selected_rank_type,cost_change_start,influence_rank,starts_per_90,region,threat_rank,influence_rank_type,saves_per_90,clean_sheets,goals_conceded,ict_index_rank,saves,form,expected_goals_per_90,chance_of_playing_this_round,yellow_cards,clean_sheets_per_90,penalties_missed,value_form,direct_freekicks_order,penalties_saved,chance_of_playing_next_round,expected_goals,expected_assists_per_90,selected_by_percent,in_dreamteam,threat,ep_this,ict_index_rank_type,value_season,own_goals,ep_next,points_per_game,now_cost_rank,event_points,influence,transfers_in,transfers_out_event,creativity_rank_type,form_rank
573,Nikola Milenković,45,DEF,Nott'm Forest,0,810,8,7287,Milenković,1,136,a,26.0,0,,,54,8.37,0,35,31762,0,9,0,0.41,67,197,0.23,0.67,2.02,0,19,224,0.93,,45.1,0,14,,74,0,141,1.0,190.0,130,57,0.0,4,6,178,0,4.3,0.18,,1,0.44,0,1.0,,0,,1.61,0.05,1.1,False,76.0,4.3,50,7.8,0,4.3,3.9,379,6,139.2,115949,1308,58,44
596,João Pedro Ferreira Silva,59,MID,Nott'm Forest,0,181,163,290,Jota Silva,1,42,a,14.4,0,,,331,2.26,1,11,14448,0,0,0,0.35,56,436,0.29,0.0,0.60,0,95,249,1.12,2024-11-01T10:30:06.942890Z,36.1,0,125,,158,-1,298,0.0,173.0,158,139,0.0,0,0,265,0,1.0,0.12,75.0,1,0.0,0,0.2,,0,100.0,0.25,0.17,0.1,False,61.0,0.8,130,1.9,0,1.0,1.2,90,1,46.2,8084,304,149,255
620,Ramón Sosa,55,MID,Nott'm Forest,1,77,114,180,Sosa,0,49,a,14.2,0,,,256,0.31,0,11,2184,0,0,0,0.19,76,540,1.08,0.0,0.93,0,116,228,0.36,,44.3,0,123,4.0,216,0,284,0.0,168.0,200,129,0.0,0,0,267,0,1.0,0.86,,0,0.0,0,0.2,,0,,0.74,0.22,0.0,False,43.0,1.0,132,2.0,0,1.0,1.8,126,1,54.6,2690,132,141,251
653,Felipe Rodrigues da Silva,45,DEF,Nott'm Forest,0,65,129,148,Morato,0,25,a,3.3,0,,,362,1.47,0,5,777,0,0,0,0.00,83,585,0.0,0.0,0.00,0,213,388,2.04,,1.6,0,95,,199,0,326,0.0,30.0,555,118,0.0,0,0,370,0,0.7,0.0,,0,0.0,0,0.2,,0,,0.00,0.0,0.0,False,0.0,0.7,125,1.1,0,0.7,1.0,415,0,31.4,1165,81,133,281
14,Aaron Ramsdale,44,GKP,Southampton,0,720,14,7532,Ramsdale,0,97,a,24.8,0,,,97,19.07,1,26,130457,0,8,0,0.01,27,133,0.0,2.12,0.01,2,51,532,2.38,,0.0,1,2,,19,-1,31,1.0,241.0,505,10,4.25,1,17,185,34,4.7,0.0,,0,0.12,0,1.1,,0,,0.00,0.0,2.2,False,0.0,4.2,10,5.9,0,4.2,3.2,508,9,248.0,243464,2010,58,35
27,Cameron Archer,50,FWD,Southampton,2,521,24,11022,Archer,0,74,a,32.5,0,2.0,,168,13.18,0,25,211638,0,5,0,0.11,47,118,0.63,1.55,3.63,4,13,275,2.28,,25.1,1,11,,20,0,225,0.86,241.0,30,23,0.0,1,9,129,0,4.3,0.61,,0,0.17,1,0.9,,0,,3.52,0.02,2.5,False,213.0,3.8,20,5.0,0,3.8,2.5,222,2,85.0,334547,11753,31,49
188,Lesley Ugochukwu,45,MID,Southampton,0,140,155,225,Ugochukwu,0,14,a,5.0,0,,,321,3.43,0,5,40286,0,2,0,0.05,266,283,0.17,3.86,0.26,0,182,277,2.2,,24.7,0,154,,92,0,350,1.29,73.0,335,164,0.0,0,6,350,0,0.3,0.14,,0,0.0,0,0.1,,0,,0.21,0.03,0.4,False,6.0,-0.2,174,1.1,0,-0.2,1.2,435,1,19.0,42016,985,162,322
397,Ryan Fraser,48,MID,Southampton,0,140,224,20,Fraser,0,6,d,3.0,0,,Illness - 75% chance of playing,446,3.99,2,1,3300,1,2,0,0.09,197,565,0.07,4.5,0.11,0,172,319,2.56,2024-11-01T16:30:08.020367Z,12.4,0,307,,232,-2,360,1.29,243.0,313,171,0.0,0,7,373,0,-0.7,0.01,75.0,0,0.0,0,-0.1,,0,75.0,0.02,0.06,0.0,False,9.0,-0.9,181,0.2,0,-0.9,0.2,297,0,16.8,1584,79,182,673
450,Carlos Alcaraz Durán,49,MID,Southampton,0,9,196,0,Alcaraz,0,4,u,4.3,0,,Permanent transfer to Flamengo,395,0.00,1,1,9634,0,0,0,0.03,191,575,1.0,0.0,0.10,0,149,303,0.0,2024-08-30T09:48:28.633540Z,15.9,0,268,,241,-1,395,0.0,,268,193,0.0,0,0,359,0,0.0,0.7,0.0,0,0.0,0,0.0,,0,0.0,0.07,0.3,0.0,False,19.0,0.0,176,0.2,0,0.0,1.0,290,0,8.4,1072,26,174,609
451,Samuel Amo-Ameyaw,45,MID,Southampton,0,9,172,58,Amo-Ameyaw,0,4,a,2.5,0,,,365,0.00,0,1,11592,0,0,0,0.13,265,437,1.5,0.0,0.15,0,181,309,0.0,,15.0,0,219,,159,0,413,0.0,241.0,334,201,0.0,0,0,385,0,0.0,0.2,,0,0.0,0,0.0,,0,,0.02,1.3,0.1,False,6.0,-0.5,190,0.2,0,-0.5,1.0,434,0,4.0,9707,238,177,540
452,Joe Aribo,49,MID,Southampton,1,526,78,389,Aribo,0,102,a,28.7,0,,,180,14.87,1,21,7003,0,5,0,0.55,171,486,0.31,2.05,1.82,2,59,161,2.54,,73.4,0,23,,183,-1,191,0.86,157.0,90,76,0.0,0,12,160,0,3.7,0.22,,0,0.0,0,0.8,,0,,1.27,0.09,0.1,False,108.0,3.2,90,4.3,0,3.2,2.3,263,1,103.6,6830,231,106,61
453,Adam Armstrong,51,FWD,Southampton,1,364,32,2794,Armstrong,0,42,a,20.5,0,1.0,,239,8.26,4,13,196146,0,4,0,0.27,44,243,0.35,1.24,1.41,1,25,214,2.04,,49.2,0,23,,42,-4,295,0.99,241.0,92,30,0.0,1,5,222,0,2.3,0.28,,2,0.25,0,0.5,,0,,1.14,0.07,0.6,False,108.0,1.8,28,2.5,0,1.8,1.9,180,7,48.4,89702,1322,25,131
454,Gavin Bazunu,43,GKP,Southampton,0,0,65,43,Bazunu,0,0,i,0.0,0,,Achilles injury - Expected back 15 Feb,532,0.00,2,0,21184,0,0,0,0.00,37,430,0.0,0.0,0.00,0,42,513,0.0,2024-08-23T09:30:06.171400Z,0.0,0,60,,60,-2,525,0.0,104.0,485,65,0.0,0,0,528,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.1,False,0.0,0.0,65,0.0,0,0.0,0.0,559,0,0.0,1522,161,49,461
455,Jan Bednarek,40,DEF,Southampton,0,890,86,11845,Bednarek,0,95,a,30.8,0,,,270,21.77,0,16,177724,0,10,0,0.74,166,100,0.07,1.92,0.74,0,102,227,2.2,,44.4,0,30,,40,0,26,1.01,172.0,319,6,0.0,1,19,143,0,2.7,0.0,,3,0.1,0,0.7,,0,,0.00,0.07,3.3,False,8.0,2.2,39,4.0,0,2.2,1.6,597,5,256.4,372569,3576,61,105
456,Armel Bella-Kotchap,39,DEF,Southampton,0,0,149,1195,Bella-Kotchap,0,0,a,0.0,0,,,448,0.00,1,0,22351,0,0,0,0.00,219,264,0.0,0.0,0.00,0,131,424,0.0,,0.0,0,120,,97,-1,441,0.0,80.0,384,151,0.0,0,0,444,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.5,False,0.0,-0.5,151,0.0,0,-0.5,0.0,672,0,0.0,31709,1041,149,357
457,James Bree,39,DEF,Southampton,0,13,112,1566,Bree,0,4,a,1.4,0,,,341,0.56,1,1,9214,0,0,0,0.02,217,355,0.14,0.0,0.02,0,129,332,3.88,,10.7,0,102,,125,-1,418,0.0,241.0,382,146,0.0,0,0,412,0,0.3,0.0,,0,0.0,0,0.1,,0,,0.00,0.14,0.2,False,0.0,-0.2,140,0.3,0,-0.2,1.0,670,0,3.6,10945,425,107,311
458,Shea Charles,45,MID,Southampton,0,0,245,0,Charles,0,0,u,0.0,0,,Has joined Sheffield Wednesday on a season-long loan,579,0.00,0,0,6636,0,0,0,0.00,245,547,0.0,0.0,0.00,0,232,571,0.0,2024-08-29T11:10:39.600629Z,0.0,0,202,,220,0,572,0.0,,548,238,0.0,0,0,575,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,241,0.0,0,0.0,0.0,406,0,0.0,1091,50,244,520
459,Samuel Edozie,49,MID,Southampton,0,64,223,0,Edozie,0,6,u,5.1,0,,Loaned to Anderlecht,443,0.31,1,1,2465,0,0,0,0.15,188,624,0.21,0.0,0.15,0,143,291,0.44,2024-09-10T11:28:17.403794Z,19.0,0,266,,276,-1,385,0.0,,250,186,0.0,0,0,348,0,0.0,0.0,0.0,1,0.0,0,0.0,,0,0.0,0.00,0.21,0.0,False,22.0,0.0,172,0.2,0,0.0,0.5,286,0,9.8,463,17,168,606
460,Ronnie Edwards,39,DEF,Southampton,0,0,150,1964,Edwards,0,0,a,0.0,0,,,449,0.00,1,0,11898,0,0,0,0.00,220,317,0.0,0.0,0.00,0,132,425,0.0,,0.0,0,121,,117,-1,442,0.0,241.0,385,152,0.0,0,0,445,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.3,False,0.0,-0.5,152,0.0,0,-0.5,0.0,673,0,0.0,18948,896,150,358
461,Taylor Harwood-Bellis,41,DEF,Southampton,1,769,58,11016,Harwood-Bellis,0,94,a,40.9,0,,,190,18.11,-1,22,541973,0,9,0,0.11,156,46,0.13,1.76,1.10,0,12,142,2.12,,84.2,0,31,,16,1,40,1.05,241.0,106,13,0.0,1,15,81,0,2.7,0.12,,3,0.12,0,0.7,,0,,0.99,0.01,10.2,False,94.0,2.2,15,5.4,0,2.2,2.2,576,6,230.0,608636,7593,30,106
462,Kamaldeen Sulemana,50,MID,Southampton,0,15,198,13,Kamaldeen,0,7,a,1.2,0,,,398,0.80,0,2,682,0,0,0,0.00,151,649,0.12,6.0,0.02,0,187,411,4.8,2024-08-05T15:00:04.500770Z,0.3,0,143,,290,0,404,0.0,81.0,341,197,0.0,0,1,418,0,0.7,0.12,100.0,0,0.0,0,0.1,,0,100.0,0.02,0.0,0.0,False,5.0,0.2,206,0.4,0,0.2,1.0,235,0,7.0,363,19,218,298
463,Adam Lallana,50,MID,Southampton,0,217,121,62,Lallana,2,42,a,11.5,0,,,265,3.92,0,10,3957,0,3,0,0.21,120,558,0.15,0.83,0.36,1,154,243,1.63,2024-08-15T14:30:06.184270Z,39.6,0,164,,228,0,272,1.24,241.0,277,121,0.0,0,2,288,0,0.3,0.06,100.0,3,0.0,0,0.1,,0,100.0,0.15,0.09,0.0,False,17.0,-0.2,141,2.0,0,-0.2,1.7,189,1,58.8,2483,81,146,336
464,Juan Larios López,40,DEF,Southampton,0,0,176,41,Larios,0,0,a,0.0,0,,,504,0.00,0,0,5136,0,0,0,0.00,198,467,0.0,0.0,0.00,0,163,483,0.0,2024-08-16T11:00:06.405628Z,0.0,0,153,,170,0,497,0.0,200.0,447,178,0.0,0,0,500,0,0.0,0.0,100.0,0,0.0,0,0.0,,0,100.0,0.00,0.0,0.1,False,0.0,-0.5,178,0.0,0,-0.5,0.0,649,0,0.0,2352,101,177,420
465,Mateusz Lis,40,GKP,Southampton,0,0,41,0,Lis,0,0,u,0.0,0,,Transferred to Göztepe,469,0.00,0,0,14576,0,0,0,0.00,52,429,0.0,0.0,0.00,0,14,447,0.0,2024-08-23T12:38:57.742902Z,0.0,0,33,,59,0,462,0.0,,408,41,0.0,0,0,465,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.1,False,0.0,0.0,41,0.0,0,0.0,0.0,604,0,0.0,888,152,22,381
466,Joe Lumley,40,GKP,Southampton,0,0,38,108,Lumley,0,0,a,0.0,0,,,462,0.00,0,0,12611,0,0,0,0.00,49,320,0.0,0.0,0.00,0,11,439,0.0,,0.0,0,30,,45,0,454,0.0,241.0,400,38,0.0,0,0,457,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.3,False,0.0,-0.5,38,0.0,0,-0.5,0.0,594,0,0.0,11693,196,19,372
467,Ryan Manning,43,DEF,Southampton,0,284,80,56,Manning,1,16,a,13.2,0,,,247,7.78,2,7,4495,0,4,0,0.41,135,494,0.15,1.58,0.46,0,85,147,2.47,,82.2,0,40,1.0,179,-2,318,1.27,104.0,279,112,0.0,0,5,273,0,2.0,0.02,,1,0.0,0,0.5,,0,,0.05,0.13,0.1,False,16.0,1.5,90,1.6,0,1.5,1.8,551,1,35.0,1263,71,34,144
468,Sékou Mara,50,FWD,Southampton,0,0,64,0,Mara,0,0,u,0.0,0,,Transferred to Strasbourg,649,0.00,0,0,7689,0,0,0,0.00,49,559,0.0,0.0,0.00,0,63,646,0.0,2024-08-26T10:17:11.280625Z,0.0,0,60,,70,0,648,0.0,,644,63,0.0,0,0,649,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,63,0.0,0,0.0,0.0,231,0,0.0,782,42,62,622
469,Alex McCarthy,44,GKP,Southampton,0,180,17,41,McCarthy,0,21,a,5.2,0,,,116,2.70,1,6,18118,0,2,0,0.00,20,397,0.0,1.0,0.00,0,45,519,1.35,,0.0,0,63,,57,-1,289,1.0,241.0,492,26,3.5,0,2,346,7,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.2,False,0.0,-0.5,26,1.4,0,-0.5,3.0,477,0,52.0,12400,175,52,468
470,Paul Onuachu,49,FWD,Southampton,0,42,44,1034,Onuachu,0,6,a,4.6,0,,,424,2.48,1,3,15848,0,0,0,0.00,56,356,0.13,6.43,0.06,0,37,338,5.31,,10.3,0,35,,54,-1,406,0.0,157.0,231,39,0.0,0,3,356,0,0.7,0.13,,1,0.0,0,0.1,,0,,0.06,0.0,0.2,False,30.0,0.2,39,0.6,0,0.2,0.8,256,0,5.8,21190,1015,38,291
471,Will Smallbone,50,MID,Southampton,0,240,137,9,Smallbone,0,31,i,11.1,0,,Hamstring injury - Unknown return date,289,4.93,0,6,5291,0,3,0,0.54,131,579,0.32,1.88,0.85,0,127,194,1.85,2024-10-20T11:00:06.361543Z,57.1,0,166,2.0,244,0,340,1.12,104.0,226,159,0.0,0,5,291,0,0.3,0.12,0.0,0,0.0,0,0.1,1.0,0,0.0,0.31,0.2,0.0,False,32.0,0.0,143,1.2,0,0.0,1.5,209,0,22.6,1484,47,123,338
472,Jack Stephens,40,DEF,Southampton,0,516,84,2682,Stephens,0,50,a,12.0,0,,,258,10.84,0,10,65413,1,6,0,0.14,159,237,0.06,1.57,0.37,0,94,230,1.89,2024-10-02T00:30:05.770760Z,43.5,0,29,,87,0,259,1.05,241.0,301,97,0.0,1,9,286,0,2.7,0.04,100.0,1,0.17,0,0.7,,0,100.0,0.23,0.02,0.6,False,11.0,2.2,96,2.5,0,2.2,1.7,585,6,65.8,87985,589,62,104
473,Ross Stewart,46,FWD,Southampton,0,130,43,595,Stewart,0,5,i,2.1,0,,Muscle injury - Unknown return date,422,2.56,-1,3,300870,0,1,0,0.02,63,121,0.13,1.38,0.19,0,41,353,1.77,2024-10-05T18:00:07.268831Z,6.7,0,50,,21,1,405,0.69,243.0,312,38,0.0,0,2,395,0,0.0,0.12,0.0,1,0.0,0,0.0,,0,0.0,0.17,0.01,2.5,False,9.0,0.0,41,0.7,0,0.0,0.8,350,0,5.8,482613,15053,39,575
474,Sugawara Yukinari,45,DEF,Southampton,1,637,46,510,Sugawara,1,95,a,35.7,0,,,157,15.27,0,23,23765,0,8,0,1.19,66,345,0.2,2.12,1.43,0,46,72,2.16,2024-10-20T11:00:06.390070Z,142.5,1,22,3.0,123,0,101,1.13,108.0,188,37,0.0,1,15,107,0,3.0,0.03,100.0,2,0.14,0,0.7,2.0,0,100.0,0.24,0.17,0.2,False,49.0,2.5,22,5.1,0,2.5,2.6,377,4,166.6,26256,331,16,87
475,Charlie Taylor,39,DEF,Southampton,0,207,110,14260,Taylor,0,31,a,9.5,0,,,339,4.08,1,5,249280,0,2,0,0.09,215,81,0.04,2.17,0.09,0,121,274,1.77,,25.4,0,101,,29,-1,255,0.87,241.0,359,95,0.0,0,5,307,0,0.3,0.0,,1,0.0,0,0.1,,0,,0.00,0.04,4.4,False,2.0,-0.2,99,1.3,0,-0.2,1.0,668,0,67.0,159692,7318,83,310
476,Kyle Walker-Peters,44,DEF,Southampton,0,710,44,1252,Walker-Peters,1,94,a,33.4,0,,,155,18.70,1,21,32400,0,8,0,0.50,96,287,0.09,1.9,0.74,3,20,104,2.37,,116.8,0,8,,107,-1,138,1.01,241.0,133,56,0.0,1,15,119,0,5.0,0.03,,1,0.13,0,1.1,,0,,0.24,0.06,0.4,False,75.0,4.5,28,4.8,0,4.5,2.6,490,9,142.4,18880,344,23,28
477,Nathan Wood-Gordon,40,DEF,Southampton,0,0,161,504,Wood,0,0,a,0.0,0,,,476,0.00,0,0,75371,0,0,0,0.00,179,172,0.0,0.0,0.00,0,147,455,0.0,,0.0,0,136,,63,0,470,0.0,241.0,417,164,0.0,0,0,473,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,1.4,False,0.0,-0.5,164,0.0,0,-0.5,0.0,616,0,0.0,85369,2144,163,389
515,Maxwel Cornet,48,MID,Southampton,0,71,221,17,Cornet,0,12,a,2.2,0,,,441,1.79,2,1,3069,0,1,0,0.00,199,568,0.2,5.07,0.16,0,179,370,2.27,,3.5,0,252,,234,-2,377,1.27,54.0,326,178,0.0,0,4,392,0,0.0,0.2,,1,0.0,0,0.0,,0,,0.16,0.0,0.0,False,7.0,-0.5,194,0.2,0,-0.5,0.5,299,0,11.6,1607,45,201,583
518,Flynn Downes,48,MID,Southampton,0,896,116,198,Downes,0,131,a,39.1,0,,,260,21.24,2,17,5323,0,10,0,1.11,206,510,0.16,1.91,1.57,0,94,37,2.13,,203.6,0,67,,197,-2,161,1.0,241.0,157,57,0.0,1,19,89,0,2.0,0.05,,4,0.1,0,0.4,,0,,0.46,0.11,0.1,False,61.0,1.5,54,3.5,0,1.5,1.7,308,3,125.8,3411,94,32,150
584,Ben Brereton Díaz,51,MID,Southampton,0,389,139,83,Brereton Díaz,0,30,a,15.7,0,,,291,8.35,4,9,73799,0,4,0,0.14,115,362,0.21,1.85,0.92,0,86,184,1.93,,61.6,0,283,,129,-4,354,0.93,44.0,132,166,0.0,0,8,254,0,0.0,0.18,,1,0.0,0,0.0,,0,,0.78,0.03,0.2,False,76.0,-0.5,121,1.8,0,-0.5,1.5,182,0,17.8,21645,523,117,630
608,Tyler Dibling,46,MID,Southampton,1,521,95,4100,Dibling,0,78,a,30.8,0,,,223,13.70,-1,20,180549,0,6,0,0.61,227,106,0.27,2.25,1.53,3,72,94,2.37,2024-10-16T12:30:07.750821Z,125.2,1,132,,33,1,218,1.04,241.0,111,90,0.0,1,13,144,0,0.7,0.16,100.0,4,0.17,0,0.2,,0,100.0,0.92,0.11,3.1,False,93.0,0.2,81,4.3,0,0.2,2.0,353,0,89.4,492085,14989,68,283
623,Mateus Gonçalo Espanha Fernandes,50,MID,Southampton,0,618,96,210,M.Fernandes,1,95,a,28.8,0,,,225,14.92,0,18,1422,0,7,0,0.43,159,588,0.13,1.6,0.88,0,89,113,2.17,,108.7,0,85,,249,0,186,1.02,173.0,142,73,0.0,2,11,159,0,1.7,0.07,,3,0.29,0,0.3,,0,,0.45,0.06,0.0,False,71.0,1.2,89,3.6,0,1.2,2.0,245,2,108.2,2433,78,84,180
82,Dominic Solanke-Mitchell,76,FWD,Spurs,4,707,7,160363,Solanke,2,165,a,56.9,0,,,16,8.80,-1,41,2868251,0,8,0,0.59,6,31,0.73,1.15,5.66,3,8,164,1.12,2024-08-23T14:00:06.228956Z,71.6,1,5,,8,1,63,1.02,241.0,15,8,0.0,1,9,39,0,6.7,0.65,100.0,0,0.13,0,0.9,,0,100.0,5.07,0.08,12.4,False,294.0,7.2,9,5.4,0,7.2,5.1,16,16,204.0,1412473,15104,18,12
478,Ashley Phillips,40,DEF,Spurs,0,0,182,0,A.Phillips,0,0,u,0.0,0,,Loaned to Stoke City,511,0.00,0,0,37635,0,0,0,0.00,205,350,0.0,0.0,0.00,0,170,490,0.0,2024-08-26T10:10:07.966773Z,0.0,0,160,,124,0,504,0.0,,455,184,0.0,0,0,507,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.2,False,0.0,0.0,184,0.0,0,0.0,0.0,657,0,0.0,8361,353,183,428
479,Brandon Austin,40,GKP,Spurs,0,0,43,306,Austin,0,0,a,0.0,0,,,472,0.00,0,0,19447,0,0,0,0.00,54,253,0.0,0.0,0.00,0,16,450,0.0,,0.0,0,35,,37,0,465,0.0,241.0,411,43,0.0,0,0,468,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.5,False,0.0,0.5,43,0.0,0,0.5,0.0,607,0,0.0,24604,680,24,384
480,Rodrigo Bentancur,50,MID,Spurs,0,449,150,638,Bentancur,0,79,a,14.5,0,,,314,6.52,0,12,26161,0,6,0,0.21,127,377,0.13,1.4,0.67,0,121,204,1.31,2024-08-19T23:00:06.174776Z,53.0,0,112,,135,0,291,1.2,230.0,211,134,0.0,1,7,263,0,1.0,0.09,100.0,3,0.2,0,0.2,,0,100.0,0.46,0.04,0.2,False,40.0,1.5,128,2.4,0,1.5,1.3,203,1,51.8,16749,659,130,225
481,Lucas Bergvall,45,MID,Spurs,0,46,176,279,Bergvall,0,19,a,5.3,0,,,370,0.31,0,5,92227,0,0,0,0.27,286,226,0.69,0.0,0.35,0,177,258,0.61,2024-10-16T12:30:07.550630Z,31.5,0,237,4.0,72,0,371,0.0,206.0,320,176,0.0,0,0,344,0,0.0,0.16,100.0,0,0.0,0,0.0,,0,100.0,0.08,0.53,0.7,False,8.0,0.5,170,1.1,0,0.5,1.0,459,0,14.0,76066,2262,153,562
482,Yves Bissouma,49,MID,Spurs,2,390,31,1873,Bissouma,0,122,a,22.4,0,,,80,4.73,1,24,56398,0,4,0,0.25,180,262,0.12,0.92,0.51,4,136,195,1.09,2024-09-13T15:00:07.156577Z,56.9,1,29,,85,-1,140,0.92,132.0,240,50,0.0,1,4,203,0,4.3,0.06,100.0,2,0.23,0,0.9,,0,100.0,0.26,0.06,0.5,False,26.0,4.8,104,4.9,0,4.8,3.4,273,1,140.4,78539,2100,124,69
483,Bryan Gil Salvatierra,50,MID,Spurs,0,0,292,0,Bryan,0,0,u,0.0,0,,On loan to Girona for the season,644,0.00,0,0,140,0,0,0,0.00,143,667,0.0,0.0,0.00,0,290,641,0.0,2024-07-31T11:08:25.895794Z,0.0,0,275,,303,0,643,0.0,,639,291,0.0,0,0,644,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,292,0.0,0,0.0,0.0,223,0,0.0,0,1,292,617
484,Ben Davies,43,DEF,Spurs,0,29,123,175,Davies,0,4,a,0.8,0,,,353,0.47,2,1,15031,0,0,0,0.00,128,379,0.0,0.0,0.00,0,185,413,1.46,,0.2,0,118,,134,-2,398,0.0,244.0,476,140,0.0,0,0,427,0,0.3,0.0,,0,0.0,0,0.1,,0,,0.00,0.0,0.2,False,0.0,0.8,145,0.2,0,0.8,1.0,543,1,7.8,6370,222,146,353
485,Alfie Devine,45,MID,Spurs,0,0,256,0,Devine,0,0,u,0.0,0,,Loaned to Westerlo,593,0.00,0,0,11049,0,0,0,0.00,258,491,0.0,0.0,0.00,0,243,586,0.0,2024-09-10T11:37:22.522366Z,0.0,0,215,,186,0,586,0.0,,565,249,0.0,0,0,589,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.1,False,0.0,0.0,252,0.0,0,0.0,0.0,427,0,0.0,4716,122,255,536
486,Radu Drăgușin,43,DEF,Spurs,0,189,97,2072,Dragusin,0,16,a,4.3,0,,,304,3.62,2,4,17113,0,2,0,0.02,146,375,0.02,1.43,0.04,0,109,371,1.72,,3.3,0,100,,132,-2,320,0.95,177.0,330,113,0.0,0,3,358,0,0.7,0.01,,0,0.0,0,0.2,,0,,0.02,0.01,0.2,False,6.0,1.2,118,0.9,0,1.2,1.3,565,2,33.6,9460,307,125,308
487,Emerson Leite de Souza Junior,45,DEF,Spurs,0,0,214,0,E.Royal,0,0,u,0.0,0,,Transferred to AC Milan,566,0.00,0,0,2573,0,0,0,0.00,73,632,0.0,0.0,0.00,0,211,558,0.0,2024-08-13T07:06:12.490889Z,0.0,0,208,,211,0,559,0.0,,535,216,0.0,0,0,562,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,216,0.0,0,0.0,0.0,386,0,0.0,0,7,216,507
488,Fraser Forster,44,GKP,Spurs,0,0,67,104,Forster,0,0,a,0.0,0,,,537,0.00,1,0,13266,0,0,0,0.00,19,363,0.0,0.0,0.00,0,44,518,0.0,,0.0,0,62,,52,-1,530,0.0,241.0,491,67,0.0,0,0,533,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.2,False,0.0,0.5,67,0.0,0,0.5,0.0,475,0,0.0,4427,205,51,467
489,Archie Gray,47,MID,Spurs,0,42,185,267,Gray,0,12,a,1.2,0,,,381,0.14,3,5,21154,0,0,0,0.01,225,412,0.02,0.0,0.01,0,274,373,0.3,,3.3,0,151,,148,-3,391,0.0,241.0,606,190,0.0,0,0,417,0,0.7,0.0,,0,0.0,0,0.1,,0,,0.00,0.02,0.1,False,0.0,1.2,205,1.1,0,1.2,1.0,345,1,9.0,8192,428,202,309
490,Pierre-Emile Højbjerg,50,MID,Spurs,0,0,290,0,Højbjerg,0,0,u,0.0,0,,On loan to Marseille for the season,641,0.00,0,0,493,0,0,0,0.00,121,657,0.0,0.0,0.00,0,287,637,0.0,2024-07-23T11:58:08.802970Z,0.0,0,271,,295,0,640,0.0,,633,289,0.0,0,0,641,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,290,0.0,0,0.0,0.0,194,0,0.0,0,2,290,612
491,Brennan Johnson,67,MID,Spurs,4,783,11,85735,Johnson,2,154,a,71.7,0,,,26,10.57,-2,47,349356,0,9,0,0.58,21,43,0.63,1.15,5.42,2,2,87,1.21,,129.5,0,17,,11,2,69,1.03,244.0,3,22,0.0,2,10,15,0,3.7,0.56,,2,0.23,0,0.6,,0,,4.84,0.07,10.5,False,391.0,4.2,11,7.0,0,4.2,4.7,38,8,195.6,1354726,19318,64,41
492,Dejan Kulusevski,63,MID,Spurs,2,768,23,25934,Kulusevski,2,144,a,82.1,0,,,55,10.39,2,39,275070,0,9,0,1.64,40,90,0.35,1.17,3.01,5,9,7,1.22,,336.4,0,22,3.0,25,-2,54,1.05,206.0,20,18,0.0,2,10,9,0,5.0,0.16,,3,0.23,0,0.8,,0,,1.37,0.19,3.9,False,270.0,5.5,8,6.2,0,5.5,3.9,61,5,215.8,419049,8429,6,55
